
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
																																																																						4.706	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.060	0.297	0.000	0.000	0.0071	0.000	0.000	47.060	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.707	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.070	0.297	0.000	0.000	0.0071	0.000	0.000	47.070	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.708	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.080	0.297	0.000	0.000	0.0071	0.000	0.000	47.080	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.709	0.017	0.000	0.000	4.1667E-4	0.000	0.000																																																		47.090	0.297	0.000	0.000	0.0071	0.000	0.000	47.090	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.710	0.017	0.000	-4363.322	4.1667E-4	0.000	-104.167																																																		47.100	0.297	0.000	0.000	0.0071	0.000	0.000	47.100	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.711	0.017	-8.727	-4363.323	4.1667E-4	-0.208	-104.167																																																		47.110	0.297	0.000	0.000	0.0071	0.000	0.000	47.110	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.712	0.000	-8.727	4363.323	0.0000	-0.208	104.167																																																		47.120	0.297	0.000	0.000	0.0071	0.000	0.000	47.120	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.713	0.000	0.000	4363.322	0.0000	0.000	104.167																																																		47.130	0.297	0.000	0.000	0.0071	0.000	0.000	47.130	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.714	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.140	0.297	0.000	0.000	0.0071	0.000	0.000	47.140	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.715	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.150	0.297	0.000	0.000	0.0071	0.000	0.000	47.150	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.716	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.160	0.297	0.000	0.000	0.0071	0.000	0.000	47.160	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.717	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.170	0.297	0.000	0.000	0.0071	0.000	0.000	47.170	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.718	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.180	0.297	0.000	0.000	0.0071	0.000	0.000	47.180	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.719	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.190	0.297	0.000	0.000	0.0071	0.000	0.000	47.190	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.720	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.200	0.297	0.000	0.000	0.0071	0.000	0.000	47.200	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.721	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.210	0.297	0.000	0.000	0.0071	0.000	0.000	47.210	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.722	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.220	0.297	0.000	0.000	0.0071	0.000	0.000	47.220	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.723	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.230	0.297	0.000	-43.633	0.0071	0.000	-1.042	47.230	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.724	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.240	0.297	-0.873	-43.633	0.0071	-0.021	-1.042	47.240	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.725	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.250	0.279	-0.873	43.633	0.0067	-0.021	1.042	47.250	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.726	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.260	0.279	0.000	43.633	0.0067	0.000	1.042	47.260	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.727	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.270	0.279	0.000	0.000	0.0067	0.000	0.000	47.270	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.728	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.280	0.279	0.000	0.000	0.0067	0.000	0.000	47.280	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.729	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.290	0.279	0.000	0.000	0.0067	0.000	0.000	47.290	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.730	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.300	0.279	0.000	0.000	0.0067	0.000	0.000	47.300	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.731	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.310	0.279	0.000	0.000	0.0067	0.000	0.000	47.310	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.732	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.320	0.279	0.000	0.000	0.0067	0.000	0.000	47.320	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.733	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.330	0.279	0.000	0.000	0.0067	0.000	0.000	47.330	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.734	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.340	0.279	0.000	0.000	0.0067	0.000	0.000	47.340	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.735	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.350	0.279	0.000	0.000	0.0067	0.000	0.000	47.350	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.736	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.360	0.279	0.000	0.000	0.0067	0.000	0.000	47.360	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.737	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.370	0.279	0.000	-43.633	0.0067	0.000	-1.042	47.370	0.314	0.000	0.000	0.0075	0.000	0.000
																																																																						4.738	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.380	0.279	-0.873	-43.633	0.0067	-0.021	-1.042	47.380	0.314	0.000	-43.633	0.0075	0.000	-1.042
																																																																						4.739	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.390	0.262	-0.873	43.633	0.0062	-0.021	1.042	47.390	0.314	-0.873	-43.633	0.0075	-0.021	-1.042
																																																																						4.740	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.400	0.262	0.000	43.633	0.0062	0.000	1.042	47.400	0.297	-0.873	43.633	0.0071	-0.021	1.042
																																																																						4.741	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.410	0.262	0.000	0.000	0.0062	0.000	0.000	47.410	0.297	0.000	43.633	0.0071	0.000	1.042
																																																																						4.742	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.420	0.262	0.000	0.000	0.0062	0.000	0.000	47.420	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.743	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.430	0.262	0.000	0.000	0.0062	0.000	0.000	47.430	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.744	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.440	0.262	0.000	0.000	0.0062	0.000	0.000	47.440	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.745	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.450	0.262	0.000	0.000	0.0062	0.000	0.000	47.450	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.746	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.460	0.262	0.000	0.000	0.0062	0.000	0.000	47.460	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.747	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.470	0.262	0.000	0.000	0.0062	0.000	0.000	47.470	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.748	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.480	0.262	0.000	-43.633	0.0062	0.000	-1.042	47.480	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.749	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.490	0.262	-0.873	-43.633	0.0062	-0.021	-1.042	47.490	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.750	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.500	0.244	-0.873	43.633	0.0058	-0.021	1.042	47.500	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.751	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.510	0.244	0.000	43.633	0.0058	0.000	1.042	47.510	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.752	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.520	0.244	0.000	0.000	0.0058	0.000	0.000	47.520	0.297	0.000	0.000	0.0071	0.000	0.000
																																																																						4.753	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.530	0.244	0.000	0.000	0.0058	0.000	0.000	47.530	0.297	0.000	-43.633	0.0071	0.000	-1.042
																																																																						4.754	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.540	0.244	0.000	0.000	0.0058	0.000	0.000	47.540	0.297	-0.873	-43.633	0.0071	-0.021	-1.042
																																																																						4.755	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.550	0.244	0.000	0.000	0.0058	0.000	0.000	47.550	0.279	-0.873	43.633	0.0067	-0.021	1.042
																																																																						4.756	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.560	0.244	0.000	0.000	0.0058	0.000	0.000	47.560	0.279	0.000	43.633	0.0067	0.000	1.042
																																																																						4.757	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.570	0.244	0.000	0.000	0.0058	0.000	0.000	47.570	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.758	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.580	0.244	0.000	0.000	0.0058	0.000	0.000	47.580	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.759	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.590	0.244	0.000	-43.633	0.0058	0.000	-1.042	47.590	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.760	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.600	0.244	-0.873	-43.633	0.0058	-0.021	-1.042	47.600	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.761	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.610	0.227	-0.873	43.633	0.0054	-0.021	1.042	47.610	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.762	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.620	0.227	0.000	43.633	0.0054	0.000	1.042	47.620	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.763	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.630	0.227	0.000	0.000	0.0054	0.000	0.000	47.630	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.764	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.640	0.227	0.000	0.000	0.0054	0.000	0.000	47.640	0.279	0.000	0.000	0.0067	0.000	0.000
																																																																						4.765	0.000	0.000	0.000	0.0000	0.000	0.000																																																		47.650	0.227	0.000	0.000	0.0054	0.000	0.000	47.650	0.279	0.000	0.000	0.0067	0.000	0.000
