
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
19.730	0.070	0.000	43.633	0.0017	0.000	1.042	19.730	0.017	0.873	43.633	4.1667E-4	0.021	1.042	3.946	-0.175	0.000	-1090.831	-0.0042	0.000	-26.042														
19.740	0.070	0.000	0.000	0.0017	0.000	0.000	19.740	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	3.948	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.750	0.070	0.000	0.000	0.0017	0.000	0.000	19.750	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	3.950	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.760	0.070	0.000	0.000	0.0017	0.000	0.000	19.760	0.035	0.000	0.000	8.3333E-4	0.000	0.000	3.952	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.770	0.070	0.000	-43.633	0.0017	0.000	-1.042	19.770	0.035	0.000	43.633	8.3333E-4	0.000	1.042	3.954	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.780	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	19.780	0.035	0.873	43.633	8.3333E-4	0.021	1.042	3.956	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.790	0.052	-0.873	43.633	0.0012	-0.021	1.042	19.790	0.052	0.873	-43.633	0.0012	0.021	-1.042	3.958	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.800	0.052	0.000	43.633	0.0012	0.000	1.042	19.800	0.052	0.000	-43.633	0.0012	0.000	-1.042	3.960	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.810	0.052	0.000	0.000	0.0012	0.000	0.000	19.810	0.052	0.000	0.000	0.0012	0.000	0.000	3.962	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.820	0.052	0.000	0.000	0.0012	0.000	0.000	19.820	0.052	0.000	43.633	0.0012	0.000	1.042	3.964	-0.175	0.000	0.000	-0.0042	0.000	0.000														
19.830	0.052	0.000	-43.633	0.0012	0.000	-1.042	19.830	0.052	0.873	43.633	0.0012	0.021	1.042	3.966	-0.175	0.000	1090.831	-0.0042	0.000	26.042														
19.840	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	19.840	0.070	0.873	-43.633	0.0017	0.021	-1.042	3.968	-0.175	4.363	1090.831	-0.0042	0.104	26.042														
19.850	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	19.850	0.070	0.000	-43.633	0.0017	0.000	-1.042	3.970	-0.157	4.363	-1090.831	-0.0037	0.104	-26.042														
19.860	0.035	0.000	43.633	8.3333E-4	0.000	1.042	19.860	0.070	0.000	0.000	0.0017	0.000	0.000	3.972	-0.157	0.000	-1090.831	-0.0037	0.000	-26.042														
19.870	0.035	0.000	0.000	8.3333E-4	0.000	0.000	19.870	0.070	0.000	43.633	0.0017	0.000	1.042	3.974	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.880	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	19.880	0.070	0.873	43.633	0.0017	0.021	1.042	3.976	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.890	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	19.890	0.087	0.873	-43.633	0.0021	0.021	-1.042	3.978	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.900	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	19.900	0.087	0.000	-43.633	0.0021	0.000	-1.042	3.980	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.910	0.017	0.000	43.633	4.1667E-4	0.000	1.042	19.910	0.087	0.000	0.000	0.0021	0.000	0.000	3.982	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.920	0.017	0.000	0.000	4.1667E-4	0.000	0.000	19.920	0.087	0.000	43.633	0.0021	0.000	1.042	3.984	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.930	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	19.930	0.087	0.873	43.633	0.0021	0.021	1.042	3.986	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.940	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	19.940	0.105	0.873	-43.633	0.0025	0.021	-1.042	3.988	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.950	0.000	-0.873	43.633	0.0000	-0.021	1.042	19.950	0.105	0.000	-43.633	0.0025	0.000	-1.042	3.990	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.960	0.000	0.000	43.633	0.0000	0.000	1.042	19.960	0.105	0.000	0.000	0.0025	0.000	0.000	3.992	-0.157	0.000	0.000	-0.0037	0.000	0.000														
19.970	0.000	0.000	0.000	0.0000	0.000	0.000	19.970	0.105	0.000	0.000	0.0025	0.000	0.000	3.994	-0.157	0.000	1090.831	-0.0037	0.000	26.042														
19.980	0.000	0.000	-43.633	0.0000	0.000	-1.042	19.980	0.105	0.000	43.633	0.0025	0.000	1.042	3.996	-0.157	4.363	1090.831	-0.0037	0.104	26.042														
19.990	0.000	-0.873	-43.633	0.0000	-0.021	-1.042	19.990	0.105	0.873	43.633	0.0025	0.021	1.042	3.998	-0.140	4.363	-1090.831	-0.0033	0.104	-26.042														
20.000	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	20.000	0.122	0.873	-43.633	0.0029	0.021	-1.042	4.000	-0.140	0.000	-1090.831	-0.0033	0.000	-26.042														
20.010	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	20.010	0.122	0.000	-43.633	0.0029	0.000	-1.042	4.002	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.020	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	20.020	0.122	0.000	0.000	0.0029	0.000	0.000	4.004	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.030	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	20.030	0.122	0.000	43.633	0.0029	0.000	1.042	4.006	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.040	-0.017	-0.873	-43.633	-4.1667E-4	-0.021	-1.042	20.040	0.122	0.873	43.633	0.0029	0.021	1.042	4.008	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.050	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042	20.050	0.140	0.873	-43.633	0.0033	0.021	-1.042	4.010	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.060	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	20.060	0.140	0.000	-43.633	0.0033	0.000	-1.042	4.012	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.070	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	20.070	0.140	0.000	0.000	0.0033	0.000	0.000	4.014	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.080	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	20.080	0.140	0.000	0.000	0.0033	0.000	0.000	4.016	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.090	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	20.090	0.140	0.000	0.000	0.0033	0.000	0.000	4.018	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.100	-0.035	-0.873	-43.633	-8.3333E-4	-0.021	-1.042	20.100	0.140	0.000	0.000	0.0033	0.000	0.000	4.020	-0.140	0.000	0.000	-0.0033	0.000	0.000														
20.110	-0.052	-0.873	43.633	-0.0012	-0.021	1.042	20.110	0.140	0.000	43.633	0.0033	0.000	1.042	4.022	-0.140	0.000	1090.831	-0.0033	0.000	26.042														
20.120	-0.052	0.000	43.633	-0.0012	0.000	1.042	20.120	0.140	0.873	43.633	0.0033	0.021	1.042	4.024	-0.140	4.363	1090.831	-0.0033	0.104	26.042														
20.130	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.130	0.157	0.873	-43.633	0.0037	0.021	-1.042	4.026	-0.122	4.363	-1090.831	-0.0029	0.104	-26.042														
20.140	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.140	0.157	0.000	-43.633	0.0037	0.000	-1.042	4.028	-0.122	0.000	-1090.831	-0.0029	0.000	-26.042														
20.150	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.150	0.157	0.000	0.000	0.0037	0.000	0.000	4.030	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.160	-0.052	0.000	-43.633	-0.0012	0.000	-1.042	20.160	0.157	0.000	0.000	0.0037	0.000	0.000	4.032	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.170	-0.052	-0.873	-43.633	-0.0012	-0.021	-1.042	20.170	0.157	0.000	0.000	0.0037	0.000	0.000	4.034	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.180	-0.070	-0.873	43.633	-0.0017	-0.021	1.042	20.180	0.157	0.000	0.000	0.0037	0.000	0.000	4.036	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.190	-0.070	0.000	43.633	-0.0017	0.000	1.042	20.190	0.157	0.000	0.000	0.0037	0.000	0.000	4.038	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.200	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.200	0.157	0.000	0.000	0.0037	0.000	0.000	4.040	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.210	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.210	0.157	0.000	0.000	0.0037	0.000	0.000	4.042	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.220	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.220	0.157	0.000	0.000	0.0037	0.000	0.000	4.044	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.230	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.230	0.157	0.000	0.000	0.0037	0.000	0.000	4.046	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.240	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.240	0.157	0.000	0.000	0.0037	0.000	0.000	4.048	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.250	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.250	0.157	0.000	0.000	0.0037	0.000	0.000	4.050	-0.122	0.000	0.000	-0.0029	0.000	0.000														
20.260	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.260	0.157	0.000	0.000	0.0037	0.000	0.000	4.052	-0.122	0.000	1090.831	-0.0029	0.000	26.042														
20.270	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.270	0.157	0.000	0.000	0.0037	0.000	0.000	4.054	-0.122	4.363	1090.831	-0.0029	0.104	26.042														
20.280	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.280	0.157	0.000	0.000	0.0037	0.000	0.000	4.056	-0.105	4.363	-1090.831	-0.0025	0.104	-26.042														
20.290	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.290	0.157	0.000	0.000	0.0037	0.000	0.000	4.058	-0.105	0.000	-1090.831	-0.0025	0.000	-26.042														
20.300	-0.070	0.000	-43.633	-0.0017	0.000	-1.042	20.300	0.157	0.000	0.000	0.0037	0.000	0.000	4.060	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.310	-0.070	-0.873	-43.633	-0.0017	-0.021	-1.042	20.310	0.157	0.000	0.000	0.0037	0.000	0.000	4.062	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.320	-0.087	-0.873	43.633	-0.0021	-0.021	1.042	20.320	0.157	0.000	0.000	0.0037	0.000	0.000	4.064	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.330	-0.087	0.000	43.633	-0.0021	0.000	1.042	20.330	0.157	0.000	0.000	0.0037	0.000	0.000	4.066	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.340	-0.087	0.000	0.000	-0.0021	0.000	0.000	20.340	0.157	0.000	0.000	0.0037	0.000	0.000	4.068	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.350	-0.087	0.000	0.000	-0.0021	0.000	0.000	20.350	0.157	0.000	0.000	0.0037	0.000	0.000	4.070	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.360	-0.087	0.000	0.000	-0.0021	0.000	0.000	20.360	0.157	0.000	0.000	0.0037	0.000	0.000	4.072	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.370	-0.087	0.000	0.000	-0.0021	0.000	0.000	20.370	0.157	0.000	0.000	0.0037	0.000	0.000	4.074	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.380	-0.087	0.000	0.000	-0.0021	0.000	0.000	20.380	0.157	0.000	0.000	0.0037	0.000	0.000	4.076	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.390	-0.087	0.000	43.633	-0.0021	0.000	1.042	20.390	0.157	0.000	0.000	0.0037	0.000	0.000	4.078	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.400	-0.087	0.873	43.633	-0.0021	0.021	1.042	20.400	0.157	0.000	0.000	0.0037	0.000	0.000	4.080	-0.105	0.000	0.000	-0.0025	0.000	0.000														
20.410	-0.070	0.873	-43.633	-0.0017	0.021	-1.042	20.410	0.157	0.000	0.000	0.0037	0.000	0.000	4.082	-0.105	0.000	1090.831	-0.0025	0.000	26.042														
20.420	-0.070	0.000	-43.633	-0.0017	0.000	-1.042	20.420	0.157	0.000	-43.633	0.0037	0.000	-1.042	4.084	-0.105	4.363	1090.831	-0.0025	0.104	26.042														
20.430	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.430	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	4.086	-0.087	4.363	-1090.831	-0.0021	0.104	-26.042														
20.440	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.440	0.140	-0.873	43.633	0.0033	-0.021	1.042	4.088	-0.087	0.000	-1090.831	-0.0021	0.000	-26.042														
20.450	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.450	0.140	0.000	43.633	0.0033	0.000	1.042	4.090	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.460	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.460	0.140	0.000	0.000	0.0033	0.000	0.000	4.092	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.470	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.470	0.140	0.000	0.000	0.0033	0.000	0.000	4.094	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.480	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.480	0.140	0.000	0.000	0.0033	0.000	0.000	4.096	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.490	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.490	0.140	0.000	0.000	0.0033	0.000	0.000	4.098	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.500	-0.070	0.000	0.000	-0.0017	0.000	0.000	20.500	0.140	0.000	-43.633	0.0033	0.000	-1.042	4.100	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.510	-0.070	0.000	43.633	-0.0017	0.000	1.042	20.510	0.140	-0.873	-43.633	0.0033	-0.021	-1.042	4.102	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.520	-0.070	0.873	43.633	-0.0017	0.021	1.042	20.520	0.122	-0.873	43.633	0.0029	-0.021	1.042	4.104	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.530	-0.052	0.873	-43.633	-0.0012	0.021	-1.042	20.530	0.122	0.000	43.633	0.0029	0.000	1.042	4.106	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.540	-0.052	0.000	-43.633	-0.0012	0.000	-1.042	20.540	0.122	0.000	0.000	0.0029	0.000	0.000	4.108	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.550	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.550	0.122	0.000	-43.633	0.0029	0.000	-1.042	4.110	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.560	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.560	0.122	-0.873	-43.633	0.0029	-0.021	-1.042	4.112	-0.087	0.000	0.000	-0.0021	0.000	0.000														
20.570	-0.052	0.000	0.000	-0.0012	0.000	0.000	20.570	0.105	-0.873	43.633	0.0025	-0.021	1.042	4.114	-0.087	0.000	1090.831	-0.0021	0.000	26.042														
20.580	-0.052	0.000	43.633	-0.0012	0.000	1.042	20.580	0.105	0.000	43.633	0.0025	0.000	1.042	4.116	-0.087	4.363	1090.831	-0.0021	0.104	26.042														
20.590	-0.052	0.873	43.633	-0.0012	0.021	1.042	20.590	0.105	0.000	0.000	0.0025	0.000	0.000	4.118	-0.070	4.363	-1090.831	-0.0017	0.104	-26.042														
20.600	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	20.600	0.105	0.000	0.000	0.0025	0.000	0.000	4.120	-0.070	0.000	-1090.831	-0.0017	0.000	-26.042														
20.610	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	20.610	0.105	0.000	-43.633	0.0025	0.000	-1.042	4.122	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.620	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	20.620	0.105	-0.873	-43.633	0.0025	-0.021	-1.042	4.124	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.630	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	20.630	0.087	-0.873	43.633	0.0021	-0.021	1.042	4.126	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.640	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	20.640	0.087	0.000	43.633	0.0021	0.000	1.042	4.128	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.650	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042	20.650	0.087	0.000	0.000	0.0021	0.000	0.000	4.130	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.660	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	20.660	0.087	0.000	-43.633	0.0021	0.000	-1.042	4.132	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.670	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	20.670	0.087	-0.873	-43.633	0.0021	-0.021	-1.042	4.134	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.680	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	20.680	0.070	-0.873	43.633	0.0017	-0.021	1.042	4.136	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.690	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	20.690	0.070	0.000	43.633	0.0017	0.000	1.042	4.138	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.700	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	20.700	0.070	0.000	0.000	0.0017	0.000	0.000	4.140	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.710	0.000	0.873	-43.633	0.0000	0.021	-1.042	20.710	0.070	0.000	-43.633	0.0017	0.000	-1.042	4.142	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.720	0.000	0.000	-43.633	0.0000	0.000	-1.042	20.720	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	4.144	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.730	0.000	0.000	0.000	0.0000	0.000	0.000	20.730	0.052	-0.873	43.633	0.0012	-0.021	1.042	4.146	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.740	0.000	0.000	43.633	0.0000	0.000	1.042	20.740	0.052	0.000	43.633	0.0012	0.000	1.042	4.148	-0.070	0.000	0.000	-0.0017	0.000	0.000														
20.750	0.000	0.873	43.633	0.0000	0.021	1.042	20.750	0.052	0.000	0.000	0.0012	0.000	0.000	4.150	-0.070	0.000	1090.831	-0.0017	0.000	26.042														
20.760	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	20.760	0.052	0.000	-43.633	0.0012	0.000	-1.042	4.152	-0.070	4.363	1090.831	-0.0017	0.104	26.042														
20.770	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	20.770	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	4.154	-0.052	4.363	-1090.831	-0.0012	0.104	-26.042														
20.780	0.017	0.000	0.000	4.1667E-4	0.000	0.000	20.780	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	4.156	-0.052	0.000	-1090.831	-0.0012	0.000	-26.042														
20.790	0.017	0.000	0.000	4.1667E-4	0.000	0.000	20.790	0.035	0.000	43.633	8.3333E-4	0.000	1.042	4.158	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.800	0.017	0.000	43.633	4.1667E-4	0.000	1.042	20.800	0.035	0.000	0.000	8.3333E-4	0.000	0.000	4.160	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.810	0.017	0.873	43.633	4.1667E-4	0.021	1.042	20.810	0.035	0.000	0.000	8.3333E-4	0.000	0.000	4.162	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.820	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	20.820	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	4.164	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.830	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	20.830	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	4.166	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.840	0.035	0.000	0.000	8.3333E-4	0.000	0.000	20.840	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	4.168	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.850	0.035	0.000	0.000	8.3333E-4	0.000	0.000	20.850	0.017	0.000	43.633	4.1667E-4	0.000	1.042	4.170	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.860	0.035	0.000	43.633	8.3333E-4	0.000	1.042	20.860	0.017	0.000	0.000	4.1667E-4	0.000	0.000	4.172	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.870	0.035	0.873	43.633	8.3333E-4	0.021	1.042	20.870	0.017	0.000	0.000	4.1667E-4	0.000	0.000	4.174	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.880	0.052	0.873	-43.633	0.0012	0.021	-1.042	20.880	0.017	0.000	0.000	4.1667E-4	0.000	0.000	4.176	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.890	0.052	0.000	-43.633	0.0012	0.000	-1.042	20.890	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	4.178	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.900	0.052	0.000	0.000	0.0012	0.000	0.000	20.900	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	4.180	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.910	0.052	0.000	0.000	0.0012	0.000	0.000	20.910	0.000	-0.873	43.633	0.0000	-0.021	1.042	4.182	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.920	0.052	0.000	0.000	0.0012	0.000	0.000	20.920	0.000	0.000	43.633	0.0000	0.000	1.042	4.184	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.930	0.052	0.000	43.633	0.0012	0.000	1.042	20.930	0.000	0.000	0.000	0.0000	0.000	0.000	4.186	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.940	0.052	0.873	43.633	0.0012	0.021	1.042	20.940	0.000	0.000	0.000	0.0000	0.000	0.000	4.188	-0.052	0.000	0.000	-0.0012	0.000	0.000														
20.950	0.070	0.873	-43.633	0.0017	0.021	-1.042	20.950	0.000	0.000	0.000	0.0000	0.000	0.000	4.190	-0.052	0.000	1090.831	-0.0012	0.000	26.042														
20.960	0.070	0.000	-43.633	0.0017	0.000	-1.042	20.960	0.000	0.000	0.000	0.0000	0.000	0.000	4.192	-0.052	4.363	1090.831	-0.0012	0.104	26.042														
20.970	0.070	0.000	0.000	0.0017	0.000	0.000	20.970	0.000	0.000	0.000	0.0000	0.000	0.000	4.194	-0.035	4.363	-1090.831	-8.3333E-4	0.104	-26.042														
20.980	0.070	0.000	0.000	0.0017	0.000	0.000	20.980	0.000	0.000	0.000	0.0000	0.000	0.000	4.196	-0.035	0.000	-1090.831	-8.3333E-4	0.000	-26.042														
20.990	0.070	0.000	0.000	0.0017	0.000	0.000	20.990	0.000	0.000	0.000	0.0000	0.000	0.000	4.198	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.000	0.070	0.000	0.000	0.0017	0.000	0.000	21.000	0.000	0.000	0.000	0.0000	0.000	0.000	4.200	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.010	0.070	0.000	0.000	0.0017	0.000	0.000	21.010	0.000	0.000	0.000	0.0000	0.000	0.000	4.202	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.020	0.070	0.000	0.000	0.0017	0.000	0.000	21.020	0.000	0.000	-43.633	0.0000	0.000	-1.042	4.204	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.030	0.070	0.000	43.633	0.0017	0.000	1.042	21.030	0.000	-0.873	-43.633	0.0000	-0.021	-1.042	4.206	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.040	0.070	0.873	43.633	0.0017	0.021	1.042	21.040	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	4.208	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.050	0.087	0.873	-43.633	0.0021	0.021	-1.042	21.050	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	4.210	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.060	0.087	0.000	-43.633	0.0021	0.000	-1.042	21.060	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.212	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.070	0.087	0.000	0.000	0.0021	0.000	0.000	21.070	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.214	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.080	0.087	0.000	0.000	0.0021	0.000	0.000	21.080	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.216	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.090	0.087	0.000	0.000	0.0021	0.000	0.000	21.090	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.218	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.100	0.087	0.000	0.000	0.0021	0.000	0.000	21.100	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.220	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.110	0.087	0.000	0.000	0.0021	0.000	0.000	21.110	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	4.222	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.120	0.087	0.000	0.000	0.0021	0.000	0.000	21.120	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	4.224	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
21.130	0.087	0.000	0.000	0.0021	0.000	0.000	21.130	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	4.226	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000														
